RecordDate,AgencyName,FiscalYear,RestatementFlag,Measures,Amount (in Billions)
2006-09-30,Export-Import Bank of the United States,2006,N,Subtotal,NA
2006-09-30,Export-Import Bank of the United States,2006,N,Change in Assumptions,NA
2006-09-30,Export-Import Bank of the United States,2006,N,Net Cost,-1.3
2006-09-30,Pension Benefit Guaranty Corporation,2006,N,Gross Cost,-0.5
2006-09-30,Pension Benefit Guaranty Corporation,2006,N,Earned Revenue,3.8
2006-09-30,Pension Benefit Guaranty Corporation,2006,N,Subtotal,NA
2006-09-30,Pension Benefit Guaranty Corporation,2006,N,Change in Assumptions,NA
2006-09-30,Pension Benefit Guaranty Corporation,2006,N,Net Cost,-4.3
2006-09-30,U.S. Postal Service,2006,N,Gross Cost,58.9
2006-09-30,U.S. Postal Service,2006,N,Earned Revenue,71.6
2006-09-30,U.S. Postal Service,2006,N,Subtotal,NA
2006-09-30,U.S. Postal Service,2006,N,Change in Assumptions,NA
2006-09-30,U.S. Postal Service,2006,N,Net Cost,-12.7
2006-09-30,All other entities,2006,N,Gross Cost,27
2006-09-30,All other entities,2006,N,Earned Revenue,-3.5
2006-09-30,All other entities,2006,N,Subtotal,NA
2006-09-30,All other entities,2006,N,Change in Assumptions,NA
2006-09-30,All other entities,2006,N,Net Cost,30.5
2006-09-30,Total,2006,N,Gross Cost,3127.7
2006-09-30,Total,2006,N,Earned Revenue,226.4
2006-09-30,Total,2006,N,Subtotal,NA
2006-09-30,Total,2006,N,Change in Assumptions,NA
2006-09-30,Total,2006,N,Net Cost,2901.3
2006-09-30,Department of Defense,2006,Y,Gross Cost,703.9
2006-09-30,Department of Defense,2006,Y,Earned Revenue,26.9
2006-09-30,Department of Defense,2006,Y,Subtotal,NA
2006-09-30,Department of Defense,2006,Y,Change in Assumptions,NA
2006-09-30,Department of Defense,2006,Y,Net Cost,677
2006-09-30,Department of Health & Human Services,2006,Y,Gross Cost,623.4
2006-09-30,Department of Health & Human Services,2006,Y,Earned Revenue,39.6
2006-09-30,Department of Health & Human Services,2006,Y,Subtotal,NA
2006-09-30,Department of Health & Human Services,2006,Y,Change in Assumptions,NA
2006-09-30,Department of Health & Human Services,2006,Y,Net Cost,583.8
2006-09-30,Social Security Administration,2006,Y,Gross Cost,572.1
2006-09-30,Social Security Administration,2006,Y,Earned Revenue,-2
2006-09-30,Social Security Administration,2006,Y,Subtotal,NA
2006-09-30,Social Security Administration,2006,Y,Change in Assumptions,NA
2006-09-30,Social Security Administration,2006,Y,Net Cost,574.1
2006-09-30,Interest on Treasury Securities held by the public,2006,Y,Gross Cost,181.2
2006-09-30,Interest on Treasury Securities held by the public,2006,Y,Earned Revenue,NA
2006-09-30,Interest on Treasury Securities held by the public,2006,Y,Subtotal,NA
2006-09-30,Interest on Treasury Securities held by the public,2006,Y,Change in Assumptions,NA
2006-09-30,Interest on Treasury Securities held by the public,2006,Y,Net Cost,181.2
2006-09-30,Department of Veterans Affairs,2006,Y,Gross Cost,276.6
2006-09-30,Department of Veterans Affairs,2006,Y,Earned Revenue,3.4
2006-09-30,Department of Veterans Affairs,2006,Y,Subtotal,NA
2006-09-30,Department of Veterans Affairs,2006,Y,Change in Assumptions,NA
2006-09-30,Department of Veterans Affairs,2006,Y,Net Cost,273.2
2006-09-30,Department of Agriculture,2006,Y,Gross Cost,112.6
2006-09-30,Department of Agriculture,2006,Y,Earned Revenue,19.9
2006-09-30,Department of Agriculture,2006,Y,Subtotal,NA
2006-09-30,Department of Agriculture,2006,Y,Change in Assumptions,NA
2006-09-30,Department of Agriculture,2006,Y,Net Cost,92.7
2006-09-30,Department of Education,2006,Y,Gross Cost,75.6
2006-09-30,Department of Education,2006,Y,Earned Revenue,4.7
2006-09-30,Department of Education,2006,Y,Subtotal,NA
2006-09-30,Department of Education,2006,Y,Change in Assumptions,NA
2006-09-30,Department of Education,2006,Y,Net Cost,70.9
2006-09-30,Department of the Treasury,2006,Y,Gross Cost,82.3
2006-09-30,Department of the Treasury,2006,Y,Earned Revenue,3.1
2006-09-30,Department of the Treasury,2006,Y,Subtotal,NA
2006-09-30,Department of the Treasury,2006,Y,Change in Assumptions,NA
2006-09-30,Department of the Treasury,2006,Y,Net Cost,79.2
2006-09-30,Department of Transportation,2006,Y,Gross Cost,62.4
2006-09-30,Department of Transportation,2006,Y,Earned Revenue,0.6
2006-09-30,Department of Transportation,2006,Y,Subtotal,NA
2006-09-30,Department of Transportation,2006,Y,Change in Assumptions,NA
2006-09-30,Department of Transportation,2006,Y,Net Cost,61.8
2006-09-30,Department of Energy,2006,Y,Gross Cost,46.8
2006-09-30,Department of Energy,2006,Y,Earned Revenue,3.7
2006-09-30,Department of Energy,2006,Y,Subtotal,NA
2006-09-30,Department of Energy,2006,Y,Change in Assumptions,NA
2006-09-30,Department of Energy,2006,Y,Net Cost,43.1
2006-09-30,Department of Homeland Security,2006,Y,Gross Cost,74.6
2006-09-30,Department of Homeland Security,2006,Y,Earned Revenue,6.7
2006-09-30,Department of Homeland Security,2006,Y,Subtotal,NA
2006-09-30,Department of Homeland Security,2006,Y,Change in Assumptions,NA
2006-09-30,Department of Homeland Security,2006,Y,Net Cost,67.9
2006-09-30,Department of Labor,2006,Y,Gross Cost,50
2006-09-30,Department of Labor,2006,Y,Earned Revenue,NA
2006-09-30,Department of Labor,2006,Y,Subtotal,NA
2006-09-30,Department of Labor,2006,Y,Change in Assumptions,NA
2006-09-30,Department of Labor,2006,Y,Net Cost,50
2006-09-30,Department of Housing and Urban Development,2006,Y,Gross Cost,43.6
2006-09-30,Department of Housing and Urban Development,2006,Y,Earned Revenue,1.3
2006-09-30,Department of Housing and Urban Development,2006,Y,Subtotal,NA
2006-09-30,Department of Housing and Urban Development,2006,Y,Change in Assumptions,NA
2006-09-30,Department of Housing and Urban Development,2006,Y,Net Cost,42.3
2006-09-30,Department of Justice,2006,Y,Gross Cost,27.3
2006-09-30,Department of Justice,2006,Y,Earned Revenue,0.8
2006-09-30,Department of Justice,2006,Y,Subtotal,NA
2006-09-30,Department of Justice,2006,Y,Change in Assumptions,NA
2006-09-30,Department of Justice,2006,Y,Net Cost,26.5
2006-09-30,Office of Personnel Management,2006,Y,Gross Cost,33.1
2006-09-30,Office of Personnel Management,2006,Y,Earned Revenue,14.4
2006-09-30,Office of Personnel Management,2006,Y,Subtotal,NA
2006-09-30,Office of Personnel Management,2006,Y,Change in Assumptions,NA
2006-09-30,Office of Personnel Management,2006,Y,Net Cost,18.7
2006-09-30,National Aeronautics and Space Administration,2006,Y,Gross Cost,16.5
2006-09-30,National Aeronautics and Space Administration,2006,Y,Earned Revenue,0.1
2006-09-30,National Aeronautics and Space Administration,2006,Y,Subtotal,NA
2006-09-30,National Aeronautics and Space Administration,2006,Y,Change in Assumptions,NA
2006-09-30,National Aeronautics and Space Administration,2006,Y,Net Cost,16.4
2006-09-30,Department of the Interior,2006,Y,Gross Cost,19.5
2006-09-30,Department of the Interior,2006,Y,Earned Revenue,3.2
2006-09-30,Department of the Interior,2006,Y,Subtotal,NA
2006-09-30,Department of the Interior,2006,Y,Change in Assumptions,NA
2006-09-30,Department of the Interior,2006,Y,Net Cost,16.3
2006-09-30,Department of State,2006,Y,Gross Cost,15.6
2006-09-30,Department of State,2006,Y,Earned Revenue,2
2006-09-30,Department of State,2006,Y,Subtotal,NA
2006-09-30,Department of State,2006,Y,Change in Assumptions,NA
2006-09-30,Department of State,2006,Y,Net Cost,13.6
2006-09-30,Agency for International Development,2006,Y,Gross Cost,13
2006-09-30,Agency for International Development,2006,Y,Earned Revenue,0.2
2006-09-30,Agency for International Development,2006,Y,Subtotal,NA
2006-09-30,Agency for International Development,2006,Y,Change in Assumptions,NA
2006-09-30,Agency for International Development,2006,Y,Net Cost,12.8
2006-09-30,Environmental Protection Agency,2006,Y,Gross Cost,9.3
2006-09-30,Environmental Protection Agency,2006,Y,Earned Revenue,0.4
2006-09-30,Environmental Protection Agency,2006,Y,Subtotal,NA
2006-09-30,Environmental Protection Agency,2006,Y,Change in Assumptions,NA
2006-09-30,Environmental Protection Agency,2006,Y,Net Cost,8.9
2006-09-30,Department of Commerce,2006,Y,Gross Cost,9.2
2006-09-30,Department of Commerce,2006,Y,Earned Revenue,1.5
2006-09-30,Department of Commerce,2006,Y,Subtotal,NA
2006-09-30,Department of Commerce,2006,Y,Change in Assumptions,NA
2006-09-30,Department of Commerce,2006,Y,Net Cost,7.7
2006-09-30,Federal Communications Commission,2006,Y,Gross Cost,7.2
2006-09-30,Federal Communications Commission,2006,Y,Earned Revenue,0.6
2006-09-30,Federal Communications Commission,2006,Y,Subtotal,NA
2006-09-30,Federal Communications Commission,2006,Y,Change in Assumptions,NA
2006-09-30,Federal Communications Commission,2006,Y,Net Cost,6.6
2006-09-30,Railroad Retirement Board,2006,Y,Gross Cost,9.5
2006-09-30,Railroad Retirement Board,2006,Y,Earned Revenue,NA
2006-09-30,Railroad Retirement Board,2006,Y,Subtotal,NA
2006-09-30,Railroad Retirement Board,2006,Y,Change in Assumptions,NA
2006-09-30,Railroad Retirement Board,2006,Y,Net Cost,9.5
2006-09-30,National Science Foundation,2006,Y,Gross Cost,5.5
2006-09-30,National Science Foundation,2006,Y,Earned Revenue,NA
2006-09-30,National Science Foundation,2006,Y,Subtotal,NA
2006-09-30,National Science Foundation,2006,Y,Change in Assumptions,NA
2006-09-30,National Science Foundation,2006,Y,Net Cost,5.5
2006-09-30,Federal Deposit Insurance Corporation,2006,Y,Gross Cost,1.4
2006-09-30,Federal Deposit Insurance Corporation,2006,Y,Earned Revenue,0.2
2006-09-30,Federal Deposit Insurance Corporation,2006,Y,Subtotal,NA
2006-09-30,Federal Deposit Insurance Corporation,2006,Y,Change in Assumptions,NA
2006-09-30,Federal Deposit Insurance Corporation,2006,Y,Net Cost,1.2
2006-09-30,Small Business Administration,2006,Y,Gross Cost,1.4
2006-09-30,Small Business Administration,2006,Y,Earned Revenue,0.4
2006-09-30,Small Business Administration,2006,Y,Subtotal,NA
2006-09-30,Small Business Administration,2006,Y,Change in Assumptions,NA
2006-09-30,Small Business Administration,2006,Y,Net Cost,1
2006-09-30,U.S. Nuclear Regulatory Commission,2006,Y,Gross Cost,0.9
2006-09-30,U.S. Nuclear Regulatory Commission,2006,Y,Earned Revenue,0.5
2006-09-30,U.S. Nuclear Regulatory Commission,2006,Y,Subtotal,NA
2006-09-30,U.S. Nuclear Regulatory Commission,2006,Y,Change in Assumptions,NA
2006-09-30,U.S. Nuclear Regulatory Commission,2006,Y,Net Cost,0.4
2006-09-30,General Services Administration,2006,Y,Gross Cost,0.2
2006-09-30,General Services Administration,2006,Y,Earned Revenue,0.4
2006-09-30,General Services Administration,2006,Y,Subtotal,NA
2006-09-30,General Services Administration,2006,Y,Change in Assumptions,NA
2006-09-30,General Services Administration,2006,Y,Net Cost,-0.2
2006-09-30,National Credit Union Administration,2006,Y,Gross Cost,0.1
2006-09-30,National Credit Union Administration,2006,Y,Earned Revenue,0.2
2006-09-30,National Credit Union Administration,2006,Y,Subtotal,NA
2006-09-30,National Credit Union Administration,2006,Y,Change in Assumptions,NA
2006-09-30,National Credit Union Administration,2006,Y,Net Cost,-0.1
2006-09-30,Tennessee Valley Authority,2006,Y,Gross Cost,8.6
2006-09-30,Tennessee Valley Authority,2006,Y,Earned Revenue,8.7
2006-09-30,Tennessee Valley Authority,2006,Y,Subtotal,NA
2006-09-30,Tennessee Valley Authority,2006,Y,Change in Assumptions,NA
2006-09-30,Tennessee Valley Authority,2006,Y,Net Cost,-0.1
2006-09-30,Export-Import Bank of the United States,2006,Y,Gross Cost,-0.2
2006-09-30,Export-Import Bank of the United States,2006,Y,Earned Revenue,2.5
2006-09-30,Export-Import Bank of the United States,2006,Y,Subtotal,NA
2006-09-30,Export-Import Bank of the United States,2006,Y,Change in Assumptions,NA
2006-09-30,Export-Import Bank of the United States,2006,Y,Net Cost,-2.7
2006-09-30,Pension Benefit Guaranty Corporation,2006,Y,Gross Cost,5.1
2006-09-30,Pension Benefit Guaranty Corporation,2006,Y,Earned Revenue,4.3
2006-09-30,Pension Benefit Guaranty Corporation,2006,Y,Subtotal,NA
2006-09-30,Pension Benefit Guaranty Corporation,2006,Y,Change in Assumptions,NA
2006-09-30,Pension Benefit Guaranty Corporation,2006,Y,Net Cost,0.8
2006-09-30,U.S. Postal Service,2006,Y,Gross Cost,56
2006-09-30,U.S. Postal Service,2006,Y,Earned Revenue,68.9
2006-09-30,U.S. Postal Service,2006,Y,Subtotal,NA
2006-09-30,U.S. Postal Service,2006,Y,Change in Assumptions,NA
2006-09-30,U.S. Postal Service,2006,Y,Net Cost,-12.9
2006-09-30,All other entities,2006,Y,Gross Cost,30.3
2006-09-30,All other entities,2006,Y,Earned Revenue,7.6
2006-09-30,All other entities,2006,Y,Subtotal,NA
2006-09-30,All other entities,2006,Y,Change in Assumptions,NA
2006-09-30,All other entities,2006,Y,Net Cost,22.7
2006-09-30,Total,2006,Y,Gross Cost,3174.6
2006-09-30,Total,2006,Y,Earned Revenue,224.8
2006-09-30,Total,2006,Y,Subtotal,NA
2006-09-30,Total,2006,Y,Change in Assumptions,NA
2006-09-30,Total,2006,Y,Net Cost,2949.8
2005-09-30,Department of Defense,2005,N,Gross Cost,703.9
2005-09-30,Department of Defense,2005,N,Earned Revenue,26.9
2005-09-30,Department of Defense,2005,N,Subtotal,NA
2005-09-30,Department of Defense,2005,N,Change in Assumptions,NA
2005-09-30,Department of Defense,2005,N,Net Cost,677
2005-09-30,Department of Health & Human Services,2005,N,Gross Cost,623.4
2005-09-30,Department of Health & Human Services,2005,N,Earned Revenue,39.6
2005-09-30,Department of Health & Human Services,2005,N,Subtotal,NA
2005-09-30,Department of Health & Human Services,2005,N,Change in Assumptions,NA
2005-09-30,Department of Health & Human Services,2005,N,Net Cost,583.8
2005-09-30,Social Security Administration,2005,N,Gross Cost,572.1
2005-09-30,Social Security Administration,2005,N,Earned Revenue,-2
2005-09-30,Social Security Administration,2005,N,Subtotal,NA
2005-09-30,Social Security Administration,2005,N,Change in Assumptions,NA
2005-09-30,Social Security Administration,2005,N,Net Cost,574.1
2005-09-30,Department of Veterans Affairs,2005,N,Gross Cost,276.6
2005-09-30,Department of Veterans Affairs,2005,N,Earned Revenue,3.4
2005-09-30,Department of Veterans Affairs,2005,N,Subtotal,NA
2005-09-30,Department of Veterans Affairs,2005,N,Change in Assumptions,NA
2005-09-30,Department of Veterans Affairs,2005,N,Net Cost,273.2
2005-09-30,Interest on Treasury Securities held by the public,2005,N,Gross Cost,181.2
2005-09-30,Interest on Treasury Securities held by the public,2005,N,Earned Revenue,NA
2005-09-30,Interest on Treasury Securities held by the public,2005,N,Subtotal,NA
2005-09-30,Interest on Treasury Securities held by the public,2005,N,Change in Assumptions,NA
2005-09-30,Interest on Treasury Securities held by the public,2005,N,Net Cost,181.2
2005-09-30,Department of Agriculture,2005,N,Gross Cost,112.6
2005-09-30,Department of Agriculture,2005,N,Earned Revenue,19.9
2005-09-30,Department of Agriculture,2005,N,Subtotal,NA
2005-09-30,Department of Agriculture,2005,N,Change in Assumptions,NA
2005-09-30,Department of Agriculture,2005,N,Net Cost,92.7
2005-09-30,Department of the Treasury,2005,N,Gross Cost,82.3
2005-09-30,Department of the Treasury,2005,N,Earned Revenue,3.1
2005-09-30,Department of the Treasury,2005,N,Subtotal,NA
2005-09-30,Department of the Treasury,2005,N,Change in Assumptions,NA
2005-09-30,Department of the Treasury,2005,N,Net Cost,79.2
2005-09-30,Department of Education,2005,N,Gross Cost,75.6
2005-09-30,Department of Education,2005,N,Earned Revenue,4.7
2005-09-30,Department of Education,2005,N,Subtotal,NA
2005-09-30,Department of Education,2005,N,Change in Assumptions,NA
2005-09-30,Department of Education,2005,N,Net Cost,70.9
2005-09-30,Department of Homeland Security,2005,N,Gross Cost,74.6
2005-09-30,Department of Homeland Security,2005,N,Earned Revenue,6.7
2005-09-30,Department of Homeland Security,2005,N,Subtotal,NA
2005-09-30,Department of Homeland Security,2005,N,Change in Assumptions,NA
2005-09-30,Department of Homeland Security,2005,N,Net Cost,67.9
2005-09-30,Department of Transportation,2005,N,Gross Cost,62.4
2005-09-30,Department of Transportation,2005,N,Earned Revenue,0.6
2005-09-30,Department of Transportation,2005,N,Subtotal,NA
2005-09-30,Department of Transportation,2005,N,Change in Assumptions,NA
2005-09-30,Department of Transportation,2005,N,Net Cost,61.8
2005-09-30,Department of Labor,2005,N,Gross Cost,50
2005-09-30,Department of Labor,2005,N,Earned Revenue,NA
2005-09-30,Department of Labor,2005,N,Subtotal,NA
2005-09-30,Department of Labor,2005,N,Change in Assumptions,NA
2005-09-30,Department of Labor,2005,N,Net Cost,50
2005-09-30,Department of Energy,2005,N,Gross Cost,46.8
2005-09-30,Department of Energy,2005,N,Earned Revenue,3.7
2005-09-30,Department of Energy,2005,N,Subtotal,NA
2005-09-30,Department of Energy,2005,N,Change in Assumptions,NA
2005-09-30,Department of Energy,2005,N,Net Cost,43.1
2005-09-30,Department of Housing and Urban Development,2005,N,Gross Cost,43.6
2005-09-30,Department of Housing and Urban Development,2005,N,Earned Revenue,1.3
2005-09-30,Department of Housing and Urban Development,2005,N,Subtotal,NA
2005-09-30,Department of Housing and Urban Development,2005,N,Change in Assumptions,NA
2005-09-30,Department of Housing and Urban Development,2005,N,Net Cost,42.3
2005-09-30,Department of Justice,2005,N,Gross Cost,27.3
2005-09-30,Department of Justice,2005,N,Earned Revenue,0.8
2005-09-30,Department of Justice,2005,N,Subtotal,NA
2005-09-30,Department of Justice,2005,N,Change in Assumptions,NA
2005-09-30,Department of Justice,2005,N,Net Cost,26.5
2005-09-30,Office of Personnel Management,2005,N,Gross Cost,33.1
2005-09-30,Office of Personnel Management,2005,N,Earned Revenue,14.4
2005-09-30,Office of Personnel Management,2005,N,Subtotal,NA
2005-09-30,Office of Personnel Management,2005,N,Change in Assumptions,NA
2005-09-30,Office of Personnel Management,2005,N,Net Cost,18.7
2005-09-30,National Aeronautics and Space Administration,2005,N,Gross Cost,16.5
2005-09-30,National Aeronautics and Space Administration,2005,N,Earned Revenue,0.1
2005-09-30,National Aeronautics and Space Administration,2005,N,Subtotal,NA
2005-09-30,National Aeronautics and Space Administration,2005,N,Change in Assumptions,NA
2005-09-30,National Aeronautics and Space Administration,2005,N,Net Cost,16.4
2005-09-30,Department of the Interior,2005,N,Gross Cost,19.5
2005-09-30,Department of the Interior,2005,N,Earned Revenue,3.2
2005-09-30,Department of the Interior,2005,N,Subtotal,NA
2005-09-30,Department of the Interior,2005,N,Change in Assumptions,NA
2005-09-30,Department of the Interior,2005,N,Net Cost,16.3
2005-09-30,Department of State,2005,N,Gross Cost,15.6
2005-09-30,Department of State,2005,N,Earned Revenue,2
2005-09-30,Department of State,2005,N,Subtotal,NA
2005-09-30,Department of State,2005,N,Change in Assumptions,NA
2005-09-30,Department of State,2005,N,Net Cost,13.6
2005-09-30,Agency for International Development,2005,N,Gross Cost,13
2005-09-30,Agency for International Development,2005,N,Earned Revenue,0.2
2005-09-30,Agency for International Development,2005,N,Subtotal,NA
2005-09-30,Agency for International Development,2005,N,Change in Assumptions,NA
2005-09-30,Agency for International Development,2005,N,Net Cost,12.8
2005-09-30,Railroad Retirement Board,2005,N,Gross Cost,9.5
2005-09-30,Railroad Retirement Board,2005,N,Earned Revenue,NA
2005-09-30,Railroad Retirement Board,2005,N,Subtotal,NA
2005-09-30,Railroad Retirement Board,2005,N,Change in Assumptions,NA
2005-09-30,Railroad Retirement Board,2005,N,Net Cost,9.5
2005-09-30,Environmental Protection Agency,2005,N,Gross Cost,9.3
2005-09-30,Environmental Protection Agency,2005,N,Earned Revenue,0.4
2005-09-30,Environmental Protection Agency,2005,N,Subtotal,NA
2005-09-30,Environmental Protection Agency,2005,N,Change in Assumptions,NA
2005-09-30,Environmental Protection Agency,2005,N,Net Cost,8.9
2005-09-30,Department of Commerce,2005,N,Gross Cost,9.2
2005-09-30,Department of Commerce,2005,N,Earned Revenue,1.5
2005-09-30,Department of Commerce,2005,N,Subtotal,NA
2005-09-30,Department of Commerce,2005,N,Change in Assumptions,NA
2005-09-30,Department of Commerce,2005,N,Net Cost,7.7
2005-09-30,Federal Communications Commission,2005,N,Gross Cost,7.2
2005-09-30,Federal Communications Commission,2005,N,Earned Revenue,0.6
2005-09-30,Federal Communications Commission,2005,N,Subtotal,NA
2005-09-30,Federal Communications Commission,2005,N,Change in Assumptions,NA
2005-09-30,Federal Communications Commission,2005,N,Net Cost,6.6
2005-09-30,National Science Foundation,2005,N,Gross Cost,5.5
2005-09-30,National Science Foundation,2005,N,Earned Revenue,NA
2005-09-30,National Science Foundation,2005,N,Subtotal,NA
2005-09-30,National Science Foundation,2005,N,Change in Assumptions,NA
2005-09-30,National Science Foundation,2005,N,Net Cost,5.5
2005-09-30,Federal Deposit Insurance Corporation,2005,N,Gross Cost,1.4
2005-09-30,Federal Deposit Insurance Corporation,2005,N,Earned Revenue,0.2
2005-09-30,Federal Deposit Insurance Corporation,2005,N,Subtotal,NA
2005-09-30,Federal Deposit Insurance Corporation,2005,N,Change in Assumptions,NA
2005-09-30,Federal Deposit Insurance Corporation,2005,N,Net Cost,1.2
2005-09-30,Small Business Administration,2005,N,Gross Cost,1.4
2005-09-30,Small Business Administration,2005,N,Earned Revenue,0.4
2005-09-30,Small Business Administration,2005,N,Subtotal,NA
2005-09-30,Small Business Administration,2005,N,Change in Assumptions,NA
2005-09-30,Small Business Administration,2005,N,Net Cost,1
2005-09-30,Pension Benefit Guaranty Corporation,2005,N,Gross Cost,5.1
2005-09-30,Pension Benefit Guaranty Corporation,2005,N,Earned Revenue,4.3
2005-09-30,Pension Benefit Guaranty Corporation,2005,N,Subtotal,NA
2005-09-30,Pension Benefit Guaranty Corporation,2005,N,Change in Assumptions,NA
2005-09-30,Pension Benefit Guaranty Corporation,2005,N,Net Cost,0.8
2005-09-30,U.S. Nuclear Regulatory Commission,2005,N,Gross Cost,0.9
2005-09-30,U.S. Nuclear Regulatory Commission,2005,N,Earned Revenue,0.5
2005-09-30,U.S. Nuclear Regulatory Commission,2005,N,Subtotal,NA
2005-09-30,U.S. Nuclear Regulatory Commission,2005,N,Change in Assumptions,NA
2005-09-30,U.S. Nuclear Regulatory Commission,2005,N,Net Cost,0.4
2005-09-30,Tennessee Valley Authority,2005,N,Gross Cost,8.6
2005-09-30,Tennessee Valley Authority,2005,N,Earned Revenue,8.7
2005-09-30,Tennessee Valley Authority,2005,N,Subtotal,NA
2005-09-30,Tennessee Valley Authority,2005,N,Change in Assumptions,NA
2005-09-30,Tennessee Valley Authority,2005,N,Net Cost,-0.1
2005-09-30,National Credit Union Administration,2005,N,Gross Cost,0.1
2005-09-30,National Credit Union Administration,2005,N,Earned Revenue,0.2
2005-09-30,National Credit Union Administration,2005,N,Subtotal,NA
2005-09-30,National Credit Union Administration,2005,N,Change in Assumptions,NA
2005-09-30,National Credit Union Administration,2005,N,Net Cost,-0.1
2005-09-30,General Services Administration,2005,N,Gross Cost,0.2
2005-09-30,General Services Administration,2005,N,Earned Revenue,0.4
2005-09-30,General Services Administration,2005,N,Subtotal,NA
2005-09-30,General Services Administration,2005,N,Change in Assumptions,NA
2005-09-30,General Services Administration,2005,N,Net Cost,-0.2
2005-09-30,Export-Import Bank of the United States,2005,N,Gross Cost,-0.2
2005-09-30,Export-Import Bank of the United States,2005,N,Earned Revenue,2.5
2005-09-30,Export-Import Bank of the United States,2005,N,Subtotal,NA
2005-09-30,Export-Import Bank of the United States,2005,N,Change in Assumptions,NA
2005-09-30,Export-Import Bank of the United States,2005,N,Net Cost,-2.7
2005-09-30,U.S. Postal Service,2005,N,Gross Cost,56
2005-09-30,U.S. Postal Service,2005,N,Earned Revenue,68.9
2005-09-30,U.S. Postal Service,2005,N,Subtotal,NA
2005-09-30,U.S. Postal Service,2005,N,Change in Assumptions,NA
2005-09-30,U.S. Postal Service,2005,N,Net Cost,-12.9
2005-09-30,All other entities,2005,N,Gross Cost,30.3
2005-09-30,All other entities,2005,N,Earned Revenue,7.6
2005-09-30,All other entities,2005,N,Subtotal,NA
2005-09-30,All other entities,2005,N,Change in Assumptions,NA
2005-09-30,All other entities,2005,N,Net Cost,22.7
2005-09-30,Total,2005,N,Gross Cost,3174.6
2005-09-30,Total,2005,N,Earned Revenue,224.8
2005-09-30,Total,2005,N,Subtotal,NA
2005-09-30,Total,2005,N,Change in Assumptions,NA
2005-09-30,Total,2005,N,Net Cost,2949.8
2005-09-30,Department of Defense,2005,Y,Gross Cost,672.1
2005-09-30,Department of Defense,2005,Y,Earned Revenue,22.3
2005-09-30,Department of Defense,2005,Y,Subtotal,NA
2005-09-30,Department of Defense,2005,Y,Change in Assumptions,NA
2005-09-30,Department of Defense,2005,Y,Net Cost,649.8
2005-09-30,Department of Health & Human Services,2005,Y,Gross Cost,583.9
2005-09-30,Department of Health & Human Services,2005,Y,Earned Revenue,33.4
2005-09-30,Department of Health & Human Services,2005,Y,Subtotal,NA
2005-09-30,Department of Health & Human Services,2005,Y,Change in Assumptions,NA
2005-09-30,Department of Health & Human Services,2005,Y,Net Cost,550.5
2005-09-30,Social Security Administration,2005,Y,Gross Cost,534.9
2005-09-30,Social Security Administration,2005,Y,Earned Revenue,2.6
2005-09-30,Social Security Administration,2005,Y,Subtotal,NA
2005-09-30,Social Security Administration,2005,Y,Change in Assumptions,NA
2005-09-30,Social Security Administration,2005,Y,Net Cost,532.3
2005-09-30,Department of Veterans Affairs,2005,Y,Gross Cost,51.1
2005-09-30,Department of Veterans Affairs,2005,Y,Earned Revenue,3.2
2005-09-30,Department of Veterans Affairs,2005,Y,Subtotal,NA
2005-09-30,Department of Veterans Affairs,2005,Y,Change in Assumptions,NA
2005-09-30,Department of Veterans Affairs,2005,Y,Net Cost,47.9
2005-09-30,Interest on Treasury Securities held by the public,2005,Y,Gross Cost,158.3
2005-09-30,Interest on Treasury Securities held by the public,2005,Y,Earned Revenue,NA
2005-09-30,Interest on Treasury Securities held by the public,2005,Y,Subtotal,NA
2005-09-30,Interest on Treasury Securities held by the public,2005,Y,Change in Assumptions,NA
2005-09-30,Interest on Treasury Securities held by the public,2005,Y,Net Cost,158.3
2005-09-30,Department of Agriculture,2005,Y,Gross Cost,84.1
2005-09-30,Department of Agriculture,2005,Y,Earned Revenue,7.6
2005-09-30,Department of Agriculture,2005,Y,Subtotal,NA
2005-09-30,Department of Agriculture,2005,Y,Change in Assumptions,NA
2005-09-30,Department of Agriculture,2005,Y,Net Cost,76.5
2005-09-30,Department of the Treasury,2005,Y,Gross Cost,79.2
2005-09-30,Department of the Treasury,2005,Y,Earned Revenue,4
2005-09-30,Department of the Treasury,2005,Y,Subtotal,NA
2005-09-30,Department of the Treasury,2005,Y,Change in Assumptions,NA
2005-09-30,Department of the Treasury,2005,Y,Net Cost,75.2
2005-09-30,Department of Education,2005,Y,Gross Cost,63.9
2005-09-30,Department of Education,2005,Y,Earned Revenue,4.8
2005-09-30,Department of Education,2005,Y,Subtotal,NA
2005-09-30,Department of Education,2005,Y,Change in Assumptions,NA
2005-09-30,Department of Education,2005,Y,Net Cost,59.1
2005-09-30,Department of Homeland Security,2005,Y,Gross Cost,45.7
2005-09-30,Department of Homeland Security,2005,Y,Earned Revenue,5.7
2005-09-30,Department of Homeland Security,2005,Y,Subtotal,NA
2005-09-30,Department of Homeland Security,2005,Y,Change in Assumptions,NA
2005-09-30,Department of Homeland Security,2005,Y,Net Cost,40
2005-09-30,Department of Transportation,2005,Y,Gross Cost,56.7
2005-09-30,Department of Transportation,2005,Y,Earned Revenue,0.6
2005-09-30,Department of Transportation,2005,Y,Subtotal,NA
2005-09-30,Department of Transportation,2005,Y,Change in Assumptions,NA
